"Station Name","ADDENBROKE ISLAND"
"Province","BRITISH COLUMBIA"
"Current Station Operator","Canadian Coast Guard"
"Latitude","51.60"
"Longitude","-127.86"
"Elevation","21.30"
"Climate Identifier","1060080"
"WMO Identifier",""
"TC Identifier","WCZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2019-01-01","2019","01","01","","","","","","","","","","","","","","","","","","","","","","",""
"2019-01-02","2019","01","02","","","","","","","","","","","","","","","","","","","","","","",""
"2019-01-03","2019","01","03","","","","","","","","","","","","","","","","","","","","","","",""
"2019-01-04","2019","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"2019-01-05","2019","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"2019-01-06","2019","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"2019-01-07","2019","01","07","","","","","","","","","","","","","","","","","","","","","","",""
"2019-01-08","2019","01","08","","","","","","","","","","","","","","","","","","","","","","",""
"2019-01-09","2019","01","09","","","","","","","","","","","","","","","","","","","","","","",""
"2019-01-10","2019","01","10","","","","","","","","","","","","","","","","","","","","","","",""
"2019-01-11","2019","01","11","","","","","","","","","","","","","","","","","","","","","","",""
"2019-01-12","2019","01","12","","","","","","","","","","","","","","","","","","","","","","",""
"2019-01-13","2019","01","13","","","","","","","","","","","","","","","","","","","","","","",""
"2019-01-14","2019","01","14","","","","","","","","","","","","","","","","","","","","","","",""
"2019-01-15","2019","01","15","","","","","","","","","","","","","","","","","","","","","","",""
"2019-01-16","2019","01","16","†","7.0","","3.0","","5.0","","13.0","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"2019-01-17","2019","01","17","†","11.0","","4.5","","7.8","","10.2","","0.0","","3.8","","0.0","","3.8","","0","","","","",""
"2019-01-18","2019","01","18","†","12.0","","6.0","","9.0","","9.0","","0.0","","25.8","","0.0","","25.8","","0","","","","",""
"2019-01-19","2019","01","19","†","8.0","","4.5","","6.3","","11.7","","0.0","","27.0","","0.0","","27.0","","0","","","","",""
"2019-01-20","2019","01","20","†","8.5","","4.0","","6.3","","11.7","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"2019-01-21","2019","01","21","†","8.5","","0.5","","4.5","","13.5","","0.0","","3.8","","0.0","","3.8","","0","","","","",""
"2019-01-22","2019","01","22","†","9.0","","4.5","","6.8","","11.2","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"2019-01-23","2019","01","23","†","7.5","","5.5","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2019-01-24","2019","01","24","†","7.5","","4.5","","6.0","","12.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"2019-01-25","2019","01","25","†","9.0","","5.5","","7.3","","10.7","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"2019-01-26","2019","01","26","†","9.0","","6.0","","7.5","","10.5","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"2019-01-27","2019","01","27","†","9.0","","6.5","","7.8","","10.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"2019-01-28","2019","01","28","†","8.0","","4.0","","6.0","","12.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"2019-01-29","2019","01","29","†","9.0","","3.0","","6.0","","12.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"2019-01-30","2019","01","30","†","8.0","","5.5","","6.8","","11.2","","0.0","","8.2","","0.0","","8.2","","0","","","","",""
"2019-01-31","2019","01","31","†","9.0","","6.0","","7.5","","10.5","","0.0","","31.6","","0.0","","31.6","","0","","","","",""
"2019-02-01","2019","02","01","†","7.0","","4.5","","5.8","","12.2","","0.0","","7.4","","0.0","T","7.4","","0","","","","",""
"2019-02-02","2019","02","02","†","6.0","","-1.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2019-02-03","2019","02","03","†","-3.0","","-8.0","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2019-02-04","2019","02","04","†","2.0","","-6.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2019-02-05","2019","02","05","†","4.5","","-7.0","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2019-02-06","2019","02","06","†","5.0","","-1.5","","1.8","","16.2","","0.0","","0.2","","0.0","T","0.2","","0","","","","",""
"2019-02-07","2019","02","07","†","3.5","","1.0","","2.3","","15.7","","0.0","","8.6","","0.0","","8.6","","0","","","","",""
"2019-02-08","2019","02","08","†","4.5","","-3.0","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2019-02-09","2019","02","09","†","2.0","","-5.5","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2019-02-10","2019","02","10","†","3.5","","-5.0","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2019-02-11","2019","02","11","†","3.0","","-5.5","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2019-02-12","2019","02","12","†","3.5","","-2.5","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2019-02-13","2019","02","13","†","5.0","","-4.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2019-02-14","2019","02","14","†","6.5","","0.5","","3.5","","14.5","","0.0","","0.8","","0.0","T","0.8","","0","","","","",""
"2019-02-15","2019","02","15","†","2.0","","0.5","","1.3","","16.7","","0.0","","6.0","","0.0","T","6.0","","0","","","","",""
"2019-02-16","2019","02","16","†","3.0","","0.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2019-02-17","2019","02","17","†","5.0","","-1.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2019-02-18","2019","02","18","†","5.0","","-2.0","","1.5","","16.5","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"2019-02-19","2019","02","19","†","4.5","","1.5","","3.0","","15.0","","0.0","","11.6","","0.0","","11.6","","0","","","","",""
