"Station Name","ADDENBROKE ISLAND"
"Province","BRITISH COLUMBIA"
"Current Station Operator","Canadian Coast Guard"
"Latitude","51.60"
"Longitude","-127.86"
"Elevation","21.30"
"Climate Identifier","1060080"
"WMO Identifier",""
"TC Identifier","WCZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2018-01-01","2018","01","01","†","6.0","","1.5","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-01-02","2018","01","02","†","6.0","","3.0","","4.5","","13.5","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"2018-01-03","2018","01","03","†","7.0","","4.0","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-01-04","2018","01","04","†","10.0","","4.0","","7.0","","11.0","","0.0","","10.8","","0.0","","10.8","","0","","","","",""
"2018-01-05","2018","01","05","†","9.0","","4.0","","6.5","","11.5","","0.0","","16.2","","0.0","","16.2","","0","","","","",""
"2018-01-06","2018","01","06","†","5.5","","4.0","","4.8","","13.2","","0.0","","26.2","","0.0","","26.2","","0","","","","",""
"2018-01-07","2018","01","07","†","10.5","","4.0","","7.3","","10.7","","0.0","","22.2","","0.0","","22.2","","0","","","","",""
"2018-01-08","2018","01","08","†","7.0","","6.0","","6.5","","11.5","","0.0","","22.0","","0.0","","22.0","","0","","","","",""
"2018-01-09","2018","01","09","†","6.0","","3.5","","4.8","","13.2","","0.0","","3.8","","0.0","","3.8","","0","","","","",""
"2018-01-10","2018","01","10","†","6.5","","3.0","","4.8","","13.2","","0.0","","6.0","","0.0","","6.0","","0","","","","",""
"2018-01-11","2018","01","11","†","3.5","","1.0","","2.3","","15.7","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"2018-01-12","2018","01","12","†","11.0","","-0.5","","5.3","","12.7","","0.0","","5.0","","0.0","","5.0","","0","","","","",""
"2018-01-13","2018","01","13","","","","","","","","","","","","","","","","","","","","","","",""
"2018-01-14","2018","01","14","†","9.5","","5.5","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-01-15","2018","01","15","†","15.0","","6.0","","10.5","","7.5","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"2018-01-16","2018","01","16","†","10.0","","6.5","","8.3","","9.7","","0.0","","10.0","","0.0","","10.0","","0","","","","",""
"2018-01-17","2018","01","17","†","12.5","","6.5","","9.5","","8.5","","0.0","","10.0","","0.0","","10.0","","0","","","","",""
"2018-01-18","2018","01","18","†","11.0","","6.0","","8.5","","9.5","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"2018-01-19","2018","01","19","†","11.0","","5.5","","8.3","","9.7","","0.0","","22.6","","0.0","","22.6","","0","","","","",""
"2018-01-20","2018","01","20","","","","","","","","","","","","","","","","","","","","","","",""
"2018-01-21","2018","01","21","","","","","","","","","","","","","","","","","","","","","","",""
"2018-01-22","2018","01","22","†","5.5","","2.5","","4.0","","14.0","","0.0","","10.6","","0.0","","10.6","","0","","","","",""
"2018-01-23","2018","01","23","†","9.5","","4.0","","6.8","","11.2","","0.0","","10.6","","0.0","","10.6","","0","","","","",""
"2018-01-24","2018","01","24","†","8.0","","3.0","","5.5","","12.5","","0.0","","10.2","","1.0","","11.2","","0","","","","",""
"2018-01-25","2018","01","25","†","6.0","","1.5","","3.8","","14.2","","0.0","","21.8","","0.0","","21.8","","0","","","","",""
"2018-01-26","2018","01","26","†","4.0","","1.0","","2.5","","15.5","","0.0","","9.4","","0.0","","9.4","","0","","","","",""
"2018-01-27","2018","01","27","†","5.5","","0.5","","3.0","","15.0","","0.0","","6.0","","0.0","","6.0","","0","","","","",""
"2018-01-28","2018","01","28","†","9.5","","2.5","","6.0","","12.0","","0.0","","23.0","","0.0","","23.0","","0","","","","",""
"2018-01-29","2018","01","29","†","8.0","","3.0","","5.5","","12.5","","0.0","","24.8","","0.0","","24.8","","0","","","","",""
"2018-01-30","2018","01","30","†","6.0","","2.0","","4.0","","14.0","","0.0","","23.2","","0.0","","23.2","","0","","","","",""
"2018-01-31","2018","01","31","†","4.5","","2.0","","3.3","","14.7","","0.0","","17.8","","0.0","","17.8","","0","","","","",""
"2018-02-01","2018","02","01","†","7.5","","3.0","","5.3","","12.7","","0.0","","14.6","","0.0","","14.6","","0","","","","",""
"2018-02-02","2018","02","02","†","8.0","","5.5","","6.8","","11.2","","0.0","","52.8","","0.0","","52.8","","0","","","","",""
"2018-02-03","2018","02","03","†","7.5","","6.5","","7.0","","11.0","","0.0","","52.0","","0.0","","52.0","","0","","","","",""
"2018-02-04","2018","02","04","†","8.0","","6.5","","7.3","","10.7","","0.0","","39.4","","0.0","","39.4","","0","","","","",""
"2018-02-05","2018","02","05","†","8.0","","5.0","","6.5","","11.5","","0.0","","5.8","","0.0","","5.8","","0","","","","",""
"2018-02-06","2018","02","06","†","7.5","","3.5","","5.5","","12.5","","0.0","","38.8","","0.0","","38.8","","0","","","","",""
"2018-02-07","2018","02","07","†","10.0","","6.0","","8.0","","10.0","","0.0","","47.6","","0.0","","47.6","","0","","","","",""
"2018-02-08","2018","02","08","†","7.0","","5.0","","6.0","","12.0","","0.0","","2.6","","0.0","","2.6","","0","","","","",""
"2018-02-09","2018","02","09","†","4.0","","1.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-02-10","2018","02","10","†","4.0","","-1.5","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-02-11","2018","02","11","†","6.0","","1.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-02-12","2018","02","12","†","5.5","","-1.5","","2.0","","16.0","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"2018-02-13","2018","02","13","†","6.0","","2.0","","4.0","","14.0","","0.0","","32.8","","0.0","","32.8","","0","","","","",""
"2018-02-14","2018","02","14","†","5.0","","1.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-02-15","2018","02","15","†","5.0","","1.0","","3.0","","15.0","","0.0","","23.6","","0.0","","23.6","","0","","","","",""
"2018-02-16","2018","02","16","†","6.0","","1.5","","3.8","","14.2","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"2018-02-17","2018","02","17","†","4.5","","0.0","","2.3","","15.7","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"2018-02-18","2018","02","18","†","4.0","","-1.5","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-02-19","2018","02","19","†","2.0","","-4.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-02-20","2018","02","20","†","4.5","","-3.5","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-02-21","2018","02","21","†","3.0","","-1.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-02-22","2018","02","22","†","5.5","","-1.0","","2.3","","15.7","","0.0","","6.0","","0.0","","6.0","","0","","","","",""
"2018-02-23","2018","02","23","†","5.0","","-2.0","","1.5","","16.5","","0.0","","23.4","","0.0","","23.4","","0","","","","",""
"2018-02-24","2018","02","24","†","5.0","","0.0","","2.5","","15.5","","0.0","","17.4","","0.0","","17.4","","0","","","","",""
"2018-02-25","2018","02","25","†","4.0","","0.5","","2.3","","15.7","","0.0","","17.6","","0.0","","17.6","","0","","","","",""
"2018-02-26","2018","02","26","†","5.5","","1.0","","3.3","","14.7","","0.0","","25.4","","0.0","","25.4","","0","","","","",""
"2018-02-27","2018","02","27","†","7.0","","3.0","","5.0","","13.0","","0.0","","12.8","","0.0","","12.8","","0","","","","",""
"2018-02-28","2018","02","28","†","6.5","","1.0","","3.8","","14.2","","0.0","","6.8","","0.0","","6.8","","0","","","","",""
"2018-03-01","2018","03","01","†","7.5","","2.0","","4.8","","13.2","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"2018-03-02","2018","03","02","†","7.0","","1.5","","4.3","","13.7","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"2018-03-03","2018","03","03","†","6.5","","-1.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-03-04","2018","03","04","†","7.5","","0.0","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-03-05","2018","03","05","†","5.5","","1.0","","3.3","","14.7","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"2018-03-06","2018","03","06","†","7.5","","2.0","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-03-07","2018","03","07","†","8.5","","3.5","","6.0","","12.0","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"2018-03-08","2018","03","08","†","5.5","","3.0","","4.3","","13.7","","0.0","","6.6","","0.0","","6.6","","0","","","","",""
"2018-03-09","2018","03","09","†","7.5","","1.5","","4.5","","13.5","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"2018-03-10","2018","03","10","†","13.0","","4.5","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-03-11","2018","03","11","†","9.5","","3.0","","6.3","","11.7","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"2018-03-12","2018","03","12","†","12.0","","5.0","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-03-13","2018","03","13","†","12.0","","5.0","","8.5","","9.5","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"2018-03-14","2018","03","14","†","12.0","","5.0","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-03-15","2018","03","15","†","11.0","","3.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-03-16","2018","03","16","†","11.5","","2.5","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-03-17","2018","03","17","†","11.0","","4.5","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-03-18","2018","03","18","†","10.5","","2.5","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-03-19","2018","03","19","†","8.5","","4.0","","6.3","","11.7","","0.0","","2.6","","0.0","","2.6","","0","","","","",""
"2018-03-20","2018","03","20","†","7.0","","5.0","","6.0","","12.0","","0.0","","9.2","","0.0","","9.2","","0","","","","",""
"2018-03-21","2018","03","21","†","6.0","","2.0","","4.0","","14.0","","0.0","","19.4","","0.0","","19.4","","0","","","","",""
"2018-03-22","2018","03","22","†","5.0","","1.0","","3.0","","15.0","","0.0","","8.8","","0.0","","8.8","","0","","","","",""
"2018-03-23","2018","03","23","†","9.0","","1.0","","5.0","","13.0","","0.0","","4.0","","0.0","","4.0","","0","","","","",""
"2018-03-24","2018","03","24","†","9.5","","2.0","","5.8","","12.2","","0.0","","5.8","","0.0","","5.8","","0","","","","",""
